_row_id,batch_id,augment_id,augment_name,augment_img,trend,color_type,description,all_pick_rate_main,all_pick_rate_sub,avg_ranking,pick_rate_4,pick_rate_1,raw_json
148,4,10494,白银命运,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/silverdestinygoldendestinyprismaticdestiny1.png,0,1,获得1个随机白银阶强化符文和2金币。,0.59,0.04,4.35,51.29,14.02,"{""id"":10494,""name"":""白银命运"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/silverdestinygoldendestinyprismaticdestiny1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得1个随机白银阶强化符文和2金币。"",""stage"":[{""stagePickRate"":5.64,""avgRanking"":4.35},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.59,0.04],""avgRanking"":4.35,""pickRate_4"":51.29,""pickRate_1"":14.02}"
149,4,1158,节外生枝,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/branchingout1.png,0,1,提供1个随机【纹章】。,0.58,0.04,4.75,44.56,12.73,"{""id"":1158,""name"":""节外生枝"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/branchingout1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""提供1个随机【纹章】。"",""stage"":[{""stagePickRate"":5.02,""avgRanking"":4.76},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.58,0.04],""avgRanking"":4.75,""pickRate_4"":44.56,""pickRate_1"":12.73}"
150,4,20626,8级D干的传说,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/epicrolldown2.png,0,2,在你到达8级时，获得20次商店刷新。  2023【符文大陆传说】全球总决赛,0.57,0.04,4.91,39.62,15.84,"{""id"":20626,""name"":""8级D干的传说"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/epicrolldown2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""在你到达8级时，获得20次商店刷新。  2023【符文大陆传说】全球总决赛"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":5.02,""avgRanking"":5.02},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.57,0.04],""avgRanking"":4.91,""pickRate_4"":39.62,""pickRate_1"":15.84}"
151,4,20592,暮光试炼,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/thedarkinglaive2.png,1,2,获得2个【赵信】。你最强大的那个【赵信】现在会持续攻击附近的敌人们并将其处决。在升至3星并进行5场对战回合后，解锁【亚恒】。他会替代【赵信】并继承其装备。,0.57,0.04,5.04,41.82,5.7,"{""id"":20592,""name"":""暮光试炼"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/thedarkinglaive2.png"",""trend"":1,""extraData"":{""colorType"":2,""desc"":""获得2个【赵信】。你最强大的那个【赵信】现在会持续攻击附近的敌人们并将其处决。在升至3星并进行5场对战回合后，解锁【亚恒】。他会替代【赵信】并继承其装备。"",""stage"":[{""stagePickRate"":5.14,""avgRanking"":5.09},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.57,0.04],""avgRanking"":5.04,""pickRate_4"":41.82,""pickRate_1"":5.7}"
152,4,3270,活体锻炉,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/livingforge3.png,2,3,立刻以及之后的每8个玩家对战回合后获得1个【神器锻造器】。  神器是可以提供独特效果的强力装备。,0.55,0.04,4.35,51.37,9.8,"{""id"":3270,""name"":""活体锻炉"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/livingforge3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""立刻以及之后的每8个玩家对战回合后获得1个【神器锻造器】。  神器是可以提供独特效果的强力装备。"",""stage"":[{""stagePickRate"":5.31,""avgRanking"":4.35},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.55,0.04],""avgRanking"":4.35,""pickRate_4"":51.37,""pickRate_1"":9.8}"
153,4,10242,终身黄铜 I,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bronzeforlifei2.png,0,2,每拥有一个黄铜级羁绊，己方弈子们就会获得2.5%伤害增幅。  伤害增幅加成：0%,0.53,0.04,4.82,42.27,5.69,"{""id"":10242,""name"":""终身黄铜 I"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bronzeforlifei2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""每拥有一个黄铜级羁绊，己方弈子们就会获得2.5%伤害增幅。  伤害增幅加成：0%"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.52,""avgRanking"":4.68},{""stagePickRate"":3.6,""avgRanking"":4.88}]},""allPickRate"":[0.53,0.04],""avgRanking"":4.82,""pickRate_4"":42.27,""pickRate_1"":5.69}"
154,4,10016,重启任务,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/restartmission1.png,0,1,移除你场上和备战席上的所有弈子。获得2个随机的2星3费弈子、3个2星2费弈子和1个2星1费弈子。,0.52,0.04,4.77,43.98,9.54,"{""id"":10016,""name"":""重启任务"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/restartmission1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""移除你场上和备战席上的所有弈子。获得2个随机的2星3费弈子、3个2星2费弈子和1个2星1费弈子。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":5.02,""avgRanking"":4.77},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.52,0.04],""avgRanking"":4.77,""pickRate_4"":43.98,""pickRate_1"":9.54}"
155,4,20489,应急护盾,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/plotarmor2.png,0,2,你的队伍获得8护甲和魔法抗性。在生命值降至50%以下时，这个加成提升至40，持续到战斗结束。,0.52,0.04,4.61,45.6,12.13,"{""id"":20489,""name"":""应急护盾"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/plotarmor2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""你的队伍获得8护甲和魔法抗性。在生命值降至50%以下时，这个加成提升至40，持续到战斗结束。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.43,""avgRanking"":5.15},{""stagePickRate"":3.54,""avgRanking"":4.39}]},""allPickRate"":[0.52,0.04],""avgRanking"":4.61,""pickRate_4"":45.6,""pickRate_1"":12.13}"
156,4,10495,人生切片,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/sliceoflife1.png,1,1,每个阶段两次，获得一个随机弈子。它的费用会在每个阶段提升。这个效果会在收到1个5费弈子后结束。,0.51,0.04,4.02,59.66,18.06,"{""id"":10495,""name"":""人生切片"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/sliceoflife1.png"",""trend"":1,""extraData"":{""colorType"":1,""desc"":""每个阶段两次，获得一个随机弈子。它的费用会在每个阶段提升。这个效果会在收到1个5费弈子后结束。"",""stage"":[{""stagePickRate"":4.95,""avgRanking"":4.02},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.51,0.04],""avgRanking"":4.02,""pickRate_4"":59.66,""pickRate_1"":18.06}"
157,4,20242,终身黄铜 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bronzeforlifei3.png,0,3,每拥有一个黄铜级的羁绊，己方弈子们就会获得2.5%伤害增幅和4.0护甲与魔抗。  伤害增幅加成：0.0% 护甲与魔抗：0,0.51,0.04,4.68,47.88,6.35,"{""id"":20242,""name"":""终身黄铜 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bronzeforlifei3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""每拥有一个黄铜级的羁绊，己方弈子们就会获得2.5%伤害增幅和4.0护甲与魔抗。  伤害增幅加成：0.0% 护甲与魔抗：0"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":2.43,""avgRanking"":4.72},{""stagePickRate"":2.47,""avgRanking"":4.64}]},""allPickRate"":[0.51,0.04],""avgRanking"":4.68,""pickRate_4"":47.88,""pickRate_1"":6.35}"
158,4,1718,基础装备自助餐,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/thecustomerisalwaysright1.png,0,1,每当你将要获得一个基础装备时，转而获得1个【基础装备锻造器】。获得1个随机的基础装备。  这个锻造器提供4个选项。,0.5,0.04,4.56,49.78,6.92,"{""id"":1718,""name"":""基础装备自助餐"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/thecustomerisalwaysright1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""每当你将要获得一个基础装备时，转而获得1个【基础装备锻造器】。获得1个随机的基础装备。  这个锻造器提供4个选项。"",""stage"":[{""stagePickRate"":4.27,""avgRanking"":4.65},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.5,0.04],""avgRanking"":4.56,""pickRate_4"":49.78,""pickRate_1"":6.92}"
159,4,20253,玻璃大炮 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/glasscannon2.png,2,2,在最后一排开始战斗的弈子，在战斗开始时的生命值为80%，但会获得30%的伤害增幅。,0.5,0.04,4.23,57.82,10.86,"{""id"":20253,""name"":""玻璃大炮 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/glasscannon2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""在最后一排开始战斗的弈子，在战斗开始时的生命值为80%，但会获得30%的伤害增幅。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.43,""avgRanking"":4.24},{""stagePickRate"":3.35,""avgRanking"":4.22}]},""allPickRate"":[0.5,0.04],""avgRanking"":4.23,""pickRate_4"":57.82,""pickRate_1"":10.86}"
160,4,1093,休眠锻炉,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/longtimecrafting1.png,0,1,在8个玩家对战后，获得1个【神器锻造器】。  这个锻造器提供4个选项。神器是可以提供独特效果的强力装备。,0.49,0.03,4.51,49.77,11.45,"{""id"":1093,""name"":""休眠锻炉"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/longtimecrafting1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""在8个玩家对战后，获得1个【神器锻造器】。  这个锻造器提供4个选项。神器是可以提供独特效果的强力装备。"",""stage"":[{""stagePickRate"":4.72,""avgRanking"":4.51},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.49,0.03],""avgRanking"":4.51,""pickRate_4"":49.77,""pickRate_1"":11.45}"
161,4,1003,花到上头,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/hyperroll2.png,0,2,你不再获得利息，但会在每个玩家对战回合开始时获得3金币。立刻获得3金币。  利息是你每储存10金币时获得的额外金币。,0.47,0.03,4.06,57.87,13.88,"{""id"":1003,""name"":""花到上头"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/hyperroll2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""你不再获得利息，但会在每个玩家对战回合开始时获得3金币。立刻获得3金币。  利息是你每储存10金币时获得的额外金币。"",""stage"":[{""stagePickRate"":4.5,""avgRanking"":4.06},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.47,0.03],""avgRanking"":4.06,""pickRate_4"":57.87,""pickRate_1"":13.88}"
162,4,1713,对冲基金,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/richgetricher3.png,0,3,你的最大利息提升至10。获得25金币。  利息是你每储存10金币时获得的额外金币。,0.47,0.03,4.61,47.68,14.35,"{""id"":1713,""name"":""对冲基金"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/richgetricher3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""你的最大利息提升至10。获得25金币。  利息是你每储存10金币时获得的额外金币。"",""stage"":[{""stagePickRate"":3.83,""avgRanking"":4.62},{""stagePickRate"":0.58,""avgRanking"":4.35},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.47,0.03],""avgRanking"":4.61,""pickRate_4"":47.68,""pickRate_1"":14.35}"
163,4,1650,一，二，五！,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/onetwofive1.png,0,1,获得1个随机的基础装备、2金币、和1个随机的5费弈子。,0.46,0.03,4.62,47.41,12.2,"{""id"":1650,""name"":""一，二，五！"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/onetwofive1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得1个随机的基础装备、2金币、和1个随机的5费弈子。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":4.43,""avgRanking"":4.62}]},""allPickRate"":[0.46,0.03],""avgRanking"":4.62,""pickRate_4"":47.41,""pickRate_1"":12.2}"
164,4,1900,午餐钱,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bloodbank1.png,0,1,你每对敌方小小英雄们造成7伤害，就会获得2金币。 造成伤害总和：0,0.46,0.03,4.21,52.58,17.37,"{""id"":1900,""name"":""午餐钱"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bloodbank1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""你每对敌方小小英雄们造成7伤害，就会获得2金币。 造成伤害总和：0"",""stage"":[{""stagePickRate"":0.66,""avgRanking"":4.71},{""stagePickRate"":3.64,""avgRanking"":4.14},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.46,0.03],""avgRanking"":4.21,""pickRate_4"":52.58,""pickRate_1"":17.37}"
165,4,30521,坚守防线,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/holdtheline3.png,2,3,战斗开始时，你的前排每有一名己方弈子，后两排的己方弈子就会获得10%法术加成和9%物理加成。,0.45,0.03,4.45,52.6,12.32,"{""id"":30521,""name"":""坚守防线"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/holdtheline3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""战斗开始时，你的前排每有一名己方弈子，后两排的己方弈子就会获得10%法术加成和9%物理加成。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.39,""avgRanking"":4.44},{""stagePickRate"":3,""avgRanking"":4.46}]},""allPickRate"":[0.45,0.03],""avgRanking"":4.45,""pickRate_4"":52.6,""pickRate_1"":12.32}"
166,4,2294,生日礼物,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/treasuretrove3.png,0,3,在你每次升级时提供1个2星弈子和1金币。这个弈子的费用位阶是你的等级减4(最大值：5费)。,0.44,0.03,4.73,44.17,9.7,"{""id"":2294,""name"":""生日礼物"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/treasuretrove3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""在你每次升级时提供1个2星弈子和1金币。这个弈子的费用位阶是你的等级减4(最大值：5费)。"",""stage"":[{""stagePickRate"":4.27,""avgRanking"":4.72},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.44,0.03],""avgRanking"":4.73,""pickRate_4"":44.17,""pickRate_1"":9.7}"
167,4,1008,打捞桶,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/salvage2.png,0,2,立刻获得1件随机成装，并在8个玩家对战回合之后提供1个基础装备。出售弈子会将其携带的成装拆分成基础装备(冠冕系装备和纹章除外)。,0.43,0.03,4.52,52.26,9.04,"{""id"":1008,""name"":""打捞桶"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/salvage2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""立刻获得1件随机成装，并在8个玩家对战回合之后提供1个基础装备。出售弈子会将其携带的成装拆分成基础装备(冠冕系装备和纹章除外)。"",""stage"":[{""stagePickRate"":3.5,""avgRanking"":4.55},{""stagePickRate"":0.5,""avgRanking"":4.04},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.43,0.03],""avgRanking"":4.52,""pickRate_4"":52.26,""pickRate_1"":9.04}"
168,4,2916,赏金战士,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/prizefighter2.png,1,2,获得2件基础装备。每5场胜利，你获得1件基础装备。,0.43,0.03,4.38,51.25,10.55,"{""id"":2916,""name"":""赏金战士"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/prizefighter2.png"",""trend"":1,""extraData"":{""colorType"":2,""desc"":""获得2件基础装备。每5场胜利，你获得1件基础装备。"",""stage"":[{""stagePickRate"":3.83,""avgRanking"":4.38},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.43,0.03],""avgRanking"":4.38,""pickRate_4"":51.25,""pickRate_1"":10.55}"
169,4,20178,嗜火,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/pyromaniac2.png,0,2,获得1个【红霸符】。你的灼烧额外造成50%伤害。,0.43,0.03,4.37,54.54,8.58,"{""id"":20178,""name"":""嗜火"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/pyromaniac2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得1个【红霸符】。你的灼烧额外造成50%伤害。"",""stage"":[{""stagePickRate"":1.95,""avgRanking"":4.41},{""stagePickRate"":2.02,""avgRanking"":4.43},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.43,0.03],""avgRanking"":4.37,""pickRate_4"":54.54,""pickRate_1"":8.58}"
170,4,10212,幸存者,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/survivor1.png,0,1,获得4金币。在3名玩家被淘汰后，获得100额外金币。,0.42,0.03,4.56,44.38,22.95,"{""id"":10212,""name"":""幸存者"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/survivor1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得4金币。在3名玩家被淘汰后，获得100额外金币。"",""stage"":[{""stagePickRate"":3.41,""avgRanking"":4.54},{""stagePickRate"":0.54,""avgRanking"":4.34},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.42,0.03],""avgRanking"":4.56,""pickRate_4"":44.38,""pickRate_1"":22.95}"
171,4,1701,黑铁资产,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/ironassets1.png,0,1,获得1个【基础装备锻造器】和3金币。  这个锻造器提供4个选项。,0.42,0.03,4.6,45.64,10.76,"{""id"":1701,""name"":""黑铁资产"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/ironassets1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得1个【基础装备锻造器】和3金币。  这个锻造器提供4个选项。"",""stage"":[{""stagePickRate"":3.6,""avgRanking"":4.69},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.42,0.03],""avgRanking"":4.6,""pickRate_4"":45.64,""pickRate_1"":10.76}"
172,4,20649,精准而优雅,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/combatgrace2.png,0,2,在战斗环节开始时，友军们会获得25%攻击速度，持续3秒。在参与击杀后，友军们向他们的下一个目标冲刺，并再次获得此加成。,0.42,0.03,5.08,38.14,7.73,"{""id"":20649,""name"":""精准而优雅"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/combatgrace2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""在战斗环节开始时，友军们会获得25%攻击速度，持续3秒。在参与击杀后，友军们向他们的下一个目标冲刺，并再次获得此加成。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.02,""avgRanking"":4.91},{""stagePickRate"":3.02,""avgRanking"":5.14}]},""allPickRate"":[0.42,0.03],""avgRanking"":5.08,""pickRate_4"":38.14,""pickRate_1"":7.73}"
173,4,10505,薅羊毛,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/efficientshopper1.png,2,1,获得4金币。在接下来的4个选秀回合，获得所选弈子的另一个副本。,0.41,0.03,4.59,46.35,9.89,"{""id"":10505,""name"":""薅羊毛"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/efficientshopper1.png"",""trend"":2,""extraData"":{""colorType"":1,""desc"":""获得4金币。在接下来的4个选秀回合，获得所选弈子的另一个副本。"",""stage"":[{""stagePickRate"":4,""avgRanking"":4.59},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.41,0.03],""avgRanking"":4.59,""pickRate_4"":46.35,""pickRate_1"":9.89}"
174,4,10574,集中火力,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/marcsman1.png,2,1,你的队伍获得10%物理加成。每5秒，额外获得5%。,0.41,0.03,4.23,54.16,15.1,"{""id"":10574,""name"":""集中火力"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/marcsman1.png"",""trend"":2,""extraData"":{""colorType"":1,""desc"":""你的队伍获得10%物理加成。每5秒，额外获得5%。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":2.72,""avgRanking"":4.12},{""stagePickRate"":1.27,""avgRanking"":4.45}]},""allPickRate"":[0.41,0.03],""avgRanking"":4.23,""pickRate_4"":54.16,""pickRate_1"":15.1}"
175,4,20673,纺织魔法,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/wovenmagicthevidalion2.png,2,2,获得1件随机基础装备。你的小队每消耗2200法力值，就会提供1个额外基础装备(装备获得进度0/3)。  已消耗的法力值：0/2200,0.41,0.03,4.55,48.95,9.37,"{""id"":20673,""name"":""纺织魔法"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/wovenmagicthevidalion2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""获得1件随机基础装备。你的小队每消耗2200法力值，就会提供1个额外基础装备(装备获得进度0/3)。  已消耗的法力值：0/2200"",""stage"":[{""stagePickRate"":3.37,""avgRanking"":4.44},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.41,0.03],""avgRanking"":4.55,""pickRate_4"":48.95,""pickRate_1"":9.37}"
176,4,20471,泪流成河,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/crymeariver2.png,2,2,获得1个【女神之泪】。你的队伍获得1法力回复。对战开始12秒后，该数值提升至3。,0.41,0.03,4.47,51.85,6.87,"{""id"":20471,""name"":""泪流成河"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/crymeariver2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""获得1个【女神之泪】。你的队伍获得1法力回复。对战开始12秒后，该数值提升至3。"",""stage"":[{""stagePickRate"":2.06,""avgRanking"":4.35},{""stagePickRate"":1.7,""avgRanking"":4.69},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.41,0.03],""avgRanking"":4.47,""pickRate_4"":51.85,""pickRate_1"":6.87}"
177,4,1153,大哥罩我,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bigfriend1.png,2,1,在战斗环节开始时，与一个超过1750生命值的己方弈子相邻的那些己方弈子获得10%伤害减免。获得1个【巨人腰带】。,0.4,0.03,4.38,53.51,11.35,"{""id"":1153,""name"":""大哥罩我"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bigfriend1.png"",""trend"":2,""extraData"":{""colorType"":1,""desc"":""在战斗环节开始时，与一个超过1750生命值的己方弈子相邻的那些己方弈子获得10%伤害减免。获得1个【巨人腰带】。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":2.77,""avgRanking"":4.33},{""stagePickRate"":1.08,""avgRanking"":4.51}]},""allPickRate"":[0.4,0.03],""avgRanking"":4.38,""pickRate_4"":53.51,""pickRate_1"":11.35}"
178,4,20225,金色炊具,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/cookingpot2.png,0,2,在每回合开始时，所有持有【金锅锅】或【金铲铲】装备的己方弈子都会给最近的弈子提供60永久生命值。获得1个【金锅锅】。,0.39,0.03,4.26,55,13.33,"{""id"":20225,""name"":""金色炊具"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/cookingpot2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""在每回合开始时，所有持有【金锅锅】或【金铲铲】装备的己方弈子都会给最近的弈子提供60永久生命值。获得1个【金锅锅】。"",""stage"":[{""stagePickRate"":3.14,""avgRanking"":4.38},{""stagePickRate"":0.47,""avgRanking"":3.3},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.39,0.03],""avgRanking"":4.26,""pickRate_4"":55,""pickRate_1"":13.33}"
179,4,30187,锅铲厨房,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/tacticianskitchen3.png,2,3,获得1个随机纹章。在3个回合后，获得1个【金锅铲冠冕】。,0.38,0.03,4.89,43.01,8.37,"{""id"":30187,""name"":""锅铲厨房"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/tacticianskitchen3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""获得1个随机纹章。在3个回合后，获得1个【金锅铲冠冕】。"",""stage"":[{""stagePickRate"":3.47,""avgRanking"":4.9},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.38,0.03],""avgRanking"":4.89,""pickRate_4"":43.01,""pickRate_1"":8.37}"
180,4,1789,有用之材 I,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/goodforsomething1.png,0,1,未携带装备的弈子们在阵亡时有40%几率掉落1金币。,0.37,0.02,4.56,48.85,12.06,"{""id"":1789,""name"":""有用之材 I"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/goodforsomething1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""未携带装备的弈子们在阵亡时有40%几率掉落1金币。"",""stage"":[{""stagePickRate"":3.35,""avgRanking"":4.52},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.37,0.02],""avgRanking"":4.56,""pickRate_4"":48.85,""pickRate_1"":12.06}"
